date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:45:49	680830/680830	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:30:54%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/services/personal-3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/services/personal-3.jpg	(from https://template.dsngrid.com/exfolio/dark/personal.html)
05:45:50	68619/68619	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Sep%202024%2014:58:22%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/2.jpg	(from https://template.dsngrid.com/exfolio/dark/project-2.html)
05:45:55	790570/790570	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:52:14%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/3.jpg	(from https://template.dsngrid.com/exfolio/dark/project-2.html)
05:45:57	1348592/1348592	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:52:46%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/5.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/5.jpg	(from https://template.dsngrid.com/exfolio/dark/project-2.html)
05:45:59	68360/68360	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:55:36%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/2.jpg	(from https://template.dsngrid.com/exfolio/dark/project-3.html)
05:45:59	1382974/1382974	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:53:02%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/6.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/6.jpg	(from https://template.dsngrid.com/exfolio/dark/project-2.html)
05:46:01	130163/130163	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:56:18%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/4.jpg	(from https://template.dsngrid.com/exfolio/dark/project-3.html)
05:46:01	1531968/1531968	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:52:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project2/4.jpg	(from https://template.dsngrid.com/exfolio/dark/project-2.html)
05:46:01	127107/127107	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:56:00%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/3.jpg	(from https://template.dsngrid.com/exfolio/dark/project-3.html)
05:46:02	122610/122610	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:56:56%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/6.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/6.jpg	(from https://template.dsngrid.com/exfolio/dark/project-3.html)
05:46:02	109754/109754	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:58:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/8.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/8.jpg	(from https://template.dsngrid.com/exfolio/dark/project-3.html)
05:46:03	214250/214250	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/5.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/5.jpg	(from https://template.dsngrid.com/exfolio/dark/project-3.html)
05:46:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:04%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/0.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/0.a5.delayed	(from https://template.dsngrid.com/exfolio/dark/project-3.html)
05:46:03	284072/284072	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:57:56%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/7.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/7.jpg	(from https://template.dsngrid.com/exfolio/dark/project-3.html)
05:46:04	203323/203323	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:58:46%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/9.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project3/9.jpg	(from https://template.dsngrid.com/exfolio/dark/project-3.html)
05:46:05	225329/225329	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2015:05:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/2.jpg	(from https://template.dsngrid.com/exfolio/dark/project-4.html)
05:46:05	239606/239606	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2015:05:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/4.jpg	(from https://template.dsngrid.com/exfolio/dark/project-4.html)
05:46:05	184670/184670	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2015:05:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/6.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/6.jpg	(from https://template.dsngrid.com/exfolio/dark/project-4.html)
05:46:05	298096/298096	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2015:05:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/5.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/5.jpg	(from https://template.dsngrid.com/exfolio/dark/project-4.html)
05:46:06	302919/302919	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2015:05:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/3.jpg	(from https://template.dsngrid.com/exfolio/dark/project-4.html)
05:46:06	395744/395744	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2015:05:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/8.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/8.jpg	(from https://template.dsngrid.com/exfolio/dark/project-4.html)
05:46:06	633990/633990	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2015:05:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/7.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/7.jpg	(from https://template.dsngrid.com/exfolio/dark/project-4.html)
05:46:06	201507/201507	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2015:05:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/9.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project4/9.jpg	(from https://template.dsngrid.com/exfolio/dark/project-4.html)
05:46:07	201092/201092	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2018:09:58%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project5/4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project5/4.jpg	(from https://template.dsngrid.com/exfolio/dark/project-5.html)
05:46:07	207917/207917	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2018:08:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project5/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project5/2.jpg	(from https://template.dsngrid.com/exfolio/dark/project-5.html)
05:46:07	120805/120805	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2018:11:10%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project5/5.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project5/5.jpg	(from https://template.dsngrid.com/exfolio/dark/project-5.html)
05:46:07	288852/288852	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2018:12:10%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/2.jpg	(from https://template.dsngrid.com/exfolio/dark/project-6.html)
05:46:07	182531/182531	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2018:09:12%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project5/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project5/3.jpg	(from https://template.dsngrid.com/exfolio/dark/project-5.html)
05:46:08	136312/136312	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2018:12:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/3.jpg	(from https://template.dsngrid.com/exfolio/dark/project-6.html)
05:46:09	112071/112071	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2018:13:00%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/4.jpg	(from https://template.dsngrid.com/exfolio/dark/project-6.html)
05:46:09	877137/877137	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/5.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/5.jpg	(from https://template.dsngrid.com/exfolio/dark/project-6.html)
05:46:10	759649/759649	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/6.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/6.jpg	(from https://template.dsngrid.com/exfolio/dark/project-6.html)
05:46:13	410219/410219	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/7.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/7.jpg	(from https://template.dsngrid.com/exfolio/dark/project-6.html)
05:46:13	641898/641898	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/10.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/10.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:13	782385/782385	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/8.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/8.jpg	(from https://template.dsngrid.com/exfolio/dark/project-6.html)
05:46:14	89376/89376	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/11.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/11.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:15	284700/284700	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/12.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/12.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:15	261558/261558	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/7.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/7.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:18	658660/658660	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/6.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/6.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:19	656727/656727	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/9.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/9.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:19	776683/776683	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/8.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/8.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:19	164560/164560	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2018:14:08%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/2.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:21	272021/272021	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/4.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:23	98186/98186	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/awwards/trophy.png	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/awwards/trophy.png	(from https://template.dsngrid.com/exfolio/dark/about.html)
05:46:23	744172/744172	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/5.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/5.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:23	3053347/3053347	---M--	200	added ('OK')	image/gif	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/3.gif	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project6/3.gif	(from https://template.dsngrid.com/exfolio/dark/project-6.html)
05:46:24	612123/612123	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project7/3.jpg	(from https://template.dsngrid.com/exfolio/dark/project-7.html)
05:46:24	52030/52030	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/testimonial/1.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/testimonial/1.jpg	(from https://template.dsngrid.com/exfolio/dark/about.html)
05:46:24	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:25%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.eot	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.eot	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:24	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:25%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.eot?	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400d41d.eot	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:24	54420/54420	---M--	200	added ('OK')	font/woff2	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.woff2	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.woff2	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:25	63712/63712	---M--	200	added ('OK')	font/woff	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.woff	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.woff	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:25	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.ttf	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.ttf	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:25	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.svg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-brands-400.svg	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:25	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.eot	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.eot	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:26	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.eot?	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400d41d.eot	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:26	12220/12220	---M--	200	added ('OK')	font/woff2	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.woff2	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.woff2	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:26	14712/14712	---M--	200	added ('OK')	font/woff	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.woff	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.woff	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:26	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:27%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.ttf	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.ttf	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:27	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:27%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.svg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-regular-400.svg	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:27	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.eot	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.eot	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:27	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.eot?	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900d41d.eot	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:27	38784/38784	---M--	200	added ('OK')	font/woff2	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.woff2	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.woff2	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:28	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:29%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.ttf	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.ttf	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:28	48704/48704	---M--	200	added ('OK')	font/woff	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.woff	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.woff	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
05:46:28	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2002%20Oct%202024%2000:46:29%20GMT	https://template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.svg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/fonts/fa-solid-900.svg	(from https://template.dsngrid.com/exfolio/dark/assets/css/plugins/fontawesome-all.min.css)
